,title_pt,title_en,title_polarity,title_subjectivity,sentiment_class
6984,produto entregue,product delivered,0.0,0.0,neutral
6985,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
6986,perfeito,Perfect,1.0,1.0,positive
6987,cadeira,chair,0.0,0.0,neutral
6988,,,,,0
6989,recebimento tardio,late receipt,-0.3,0.6,negative
6990,faltando cadeira,missing chair,-0.2,0.05,negative
6991,,,,,0
6992,cinco estrelas,five stars,0.0,0.0,neutral
6993,ótima loja,great store,0.8,0.75,positive
6994,excelente,great,0.8,0.75,positive
6995,otimo,great,0.8,0.75,positive
6996,loja correta,correct store,0.0,0.0,neutral
6997,falta produto,missing product,-0.2,0.05,negative
6998,acabamento,finishing,0.0,0.0,neutral
6999,zero,zero,0.0,0.0,neutral
7000,chegou rapidamente,arrived quickly,0.3333333333333333,0.5,positive
7001,insatisfação,dissatisfaction,0.0,0.0,neutral
7002,recomendo,I recommend,0.0,0.0,neutral
7003,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7004,bom,bom,0.4,0.0,positive
7005,recomendo,I recommend,0.0,0.0,neutral
7006,rocomendo,I recommend,0.0,0.0,neutral
7007,falta respeito,lack of respect,0.0,0.0,neutral
7008,receb,receb,0.0,0.0,neutral
7009,bom,bom,0.4,0.0,positive
7010,produto boa qualidade,good quality product,0.7,0.6000000000000001,positive
7011,produto original,original product,0.375,0.75,positive
7012,tudo certo,all right,0.2857142857142857,0.5357142857142857,neutral
7013,excelente,great,0.8,0.75,positive
7014,recomendo,I recommend,0.0,0.0,neutral
7015,melhor preço rapidez,best price fast,0.6,0.44999999999999996,positive
7016,sob análise,under review,0.0,0.0,neutral
7017,boa,boa,0.4,0.0,positive
7018,otimo,great,0.8,0.75,positive
7019,bom,bom,0.4,0.0,positive
7020,tudo ok,everything is OK,0.5,0.5,positive
7021,recebi produto,I received product,0.0,0.0,neutral
7022,capa carteira,wallet cover,0.0,0.0,neutral
7023,excelente,great,0.8,0.75,positive
7024,satisfeita,satisfied,0.5,1.0,positive
7025,bom serviço,good job,0.7,0.6000000000000001,positive
7026,excelente,great,0.8,0.75,positive
7027,entrega,delivery,0.0,0.0,neutral
7028,pessimo,very bad,-0.9099999999999998,0.8666666666666667,negative
7029,entrega rápida,fast delivery,0.2,0.6,neutral
7030,ótimo serviço,great service,0.8,0.75,positive
7031,recomendo,I recommend,0.0,0.0,neutral
7032,conforme esperado,as expected,-0.1,0.4,negative
7033,recomendo,I recommend,0.0,0.0,neutral
7034,exelente,excellent,1.0,1.0,positive
7035,ótimo,excellent,1.0,1.0,positive
7036,entrega parcial,Partial delivery,-0.1,0.3,negative
7037,recomendo,I recommend,0.0,0.0,neutral
7038,relogio,watch,0.0,0.0,neutral
7039,recebi produto,I received product,0.0,0.0,neutral
7040,,,,,0
7041,cubo bonito,nice cube,0.6,1.0,positive
7042,entrega dentro prazo,delivery on time,0.0,0.0,neutral
7043,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7044,,,,,0
7045,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7046,ótimo,excellent,1.0,1.0,positive
7047,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7048,produto entregue,product delivered,0.0,0.0,neutral
7049,excelente,great,0.8,0.75,positive
7050,conformes,compliant,0.0,0.0,neutral
7051,otimo,great,0.8,0.75,positive
7052,nao recebi prpduto,I didn't receive product,0.0,0.0,neutral
7053,excelente,great,0.8,0.75,positive
7054,bom,bom,0.4,0.0,positive
7055,razoável,reasonable,0.2,0.6,neutral
7056,gostei produto,I liked the product,0.6,0.8,positive
7057,ótimo custo beneficio,great cost benefit,0.8,0.75,positive
7058,ótimo,excellent,1.0,1.0,positive
7059,otimo atendimento,great service,0.8,0.75,positive
7060,ótimo,excellent,1.0,1.0,positive
7061,ótima opção,great option,0.8,0.75,positive
7062,bom,bom,0.4,0.0,positive
7063,adorei,I loved it,0.7,0.8,positive
7064,bom produto,good product,0.7,0.6000000000000001,positive
7065,produto errado,wrong product,-0.5,0.9,negative
7066,arrependimento,repentance,0.0,0.0,neutral
7067,veio cortina,curtain came,0.0,0.0,neutral
7068,horrivel atendimento,horrible service,-1.0,1.0,negative
7069,bom,bom,0.4,0.0,positive
7070,excelente,great,0.8,0.75,positive
7071,bom,bom,0.4,0.0,positive
7072,show,show,0.0,0.0,neutral
7073,feedback,feedback,0.0,0.0,neutral
7074,ótimo,excellent,1.0,1.0,positive
7075,ótimo,excellent,1.0,1.0,positive
7076,dez,dez,0.0,0.0,neutral
7077,produto errado,wrong product,-0.5,0.9,negative
7078,toalha,towel,0.0,0.0,neutral
7079,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7080,baixa qualilidade,low quality,0.0,0.3,neutral
7081,nao recebi produto,I did not recieve the product,0.0,0.0,neutral
7082,lindo relógio,beautiful watch,0.85,1.0,positive
7083,bom,bom,0.4,0.0,positive
7084,bom,bom,0.4,0.0,positive
7085,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7086,super rápido,Super fast,0.26666666666666666,0.6333333333333333,neutral
7087,mop,mop,0.0,0.0,neutral
7088,pode melhorar,can improve,0.0,0.0,neutral
7089,perfume bom,good perfume,0.7,0.6000000000000001,positive
7090,correto,correct,0.0,0.0,neutral
7091,boa,boa,0.4,0.0,positive
7092,,,,,0
7093,frustada,frustrated,-0.7,0.2,negative
7094,recomendo loja,recommend store,0.0,0.0,neutral
7095,rápido entrega,fast delivery,0.2,0.6,neutral
7096,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7097,recomendo,I recommend,0.0,0.0,neutral
7098,postagem,post,0.0,0.0,neutral
7099,entrega rápida,fast delivery,0.2,0.6,neutral
7100,recomendo,I recommend,0.0,0.0,neutral
7101,ótima,excellent,1.0,1.0,positive
7102,recomendo,I recommend,0.0,0.0,neutral
7103,ótimo,excellent,1.0,1.0,positive
7104,recomendo,I recommend,0.0,0.0,neutral
7105,cabo flat retrátil h bust,h bust retractable flat cable,-0.025,0.125,negative
7106,boa compra,good bargain,0.7,0.6000000000000001,positive
7107,troca,exchange,0.0,0.0,neutral
7108,cancelado,canceled,0.0,0.0,neutral
7109,show,show,0.0,0.0,neutral
7110,condiz anunciado,matches advertised,0.0,0.0,neutral
7111,falta informação,missing information,-0.2,0.05,negative
7112,recomendo,I recommend,0.0,0.0,neutral
7113,ótimo,excellent,1.0,1.0,positive
7114,bom,bom,0.4,0.0,positive
7115,recomendo,I recommend,0.0,0.0,neutral
7116,bom,bom,0.4,0.0,positive
7117,mal,mal,0.0,0.0,neutral
7118,vendedor correto,correct seller,0.0,0.0,neutral
7119,recebi produto,I received product,0.0,0.0,neutral
7120,ótimo vendedor,great seller,0.8,0.75,positive
7121,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7122,boa,boa,0.4,0.0,positive
7123,ruim,roomy,0.0,0.0,neutral
7124,confiável,reliable,0.0,0.0,neutral
7125,recomendo,I recommend,0.0,0.0,neutral
7126,recomentdo,I recommend,0.0,0.0,neutral
7127,adorei,I loved it,0.7,0.8,positive
7128,otima,kidnaps,0.0,0.0,neutral
7129,postagem,post,0.0,0.0,neutral
7130,excelente boa,excellent good,0.85,0.8,positive
7131,,,,,0
7132,óóótima amei,great loved,0.75,0.775,positive
7133,ótimo,excellent,1.0,1.0,positive
7134,bom,bom,0.4,0.0,positive
7135,linda,linda,0.0,0.0,neutral
7136,otimo,great,0.8,0.75,positive
7137,entregaram antes,delivered before,0.0,0.0,neutral
7138,perfect,perfect,1.0,1.0,positive
7139,recomendo,I recommend,0.0,0.0,neutral
7140,perfeito,Perfect,1.0,1.0,positive
7141,recomendo,I recommend,0.0,0.0,neutral
7142,recomendo,I recommend,0.0,0.0,neutral
7143,bonito,bonito,0.0,0.0,neutral
7144,recomendo,I recommend,0.0,0.0,neutral
7145,vale pena,worth it,0.3,0.1,positive
7146,linda pulseira,beautiful bracelet,0.85,1.0,positive
7147,vou receber pr,I will receive pr,0.0,0.0,neutral
7148,bom,bom,0.4,0.0,positive
7149,embalagem,packing,0.0,0.0,neutral
7150,recomendo,I recommend,0.0,0.0,neutral
7151,,,,,0
7152,boa entrega,good delivery,0.7,0.6000000000000001,positive
7153,produto lindo delicado,beautiful delicate product,0.275,0.95,neutral
7154,recebi somente,I only received,0.0,1.0,neutral
7155,quantidade incorreta,incorrect amount,0.0,0.0,neutral
7156,boa loja,good shop,0.7,0.6000000000000001,positive
7157,maravilhosa,Wonderful,1.0,1.0,positive
7158,produto excelente,excellent product,1.0,1.0,positive
7159,,,,,0
7160,ótimo,excellent,1.0,1.0,positive
7161,recomendo,I recommend,0.0,0.0,neutral
7162,produto faltante,missing product,-0.2,0.05,negative
7163,compromisso,commitment,0.0,0.0,neutral
7164,recomendo,I recommend,0.0,0.0,neutral
7165,ótimo,excellent,1.0,1.0,positive
7166,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7167,recebi antes prazo,I received before deadline,0.0,0.0,neutral
7168,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7169,entrega prazo,delivery deadline,0.0,0.0,neutral
7170,bom,bom,0.4,0.0,positive
7171,ótima loja,great store,0.8,0.75,positive
7172,bom,bom,0.4,0.0,positive
7173,entrega,delivery,0.0,0.0,neutral
7174,sensacional,sensational,0.6666666666666666,0.6666666666666666,positive
7175,parabéns,Happy birthday,0.8,1.0,positive
7176,bela cortina,beautiful curtain,0.85,1.0,positive
7177,entrega pedido,delivery order,0.0,0.0,neutral
7178,pessímo,terrible,-1.0,1.0,negative
7179,bom,bom,0.4,0.0,positive
7180,recomendo,I recommend,0.0,0.0,neutral
7181,falsificado targaryen,counterfeit targaryen,0.0,0.0,neutral
7182,produto danificado,damaged product,0.0,0.0,neutral
7183,entrega realizada,delivery made,0.0,0.0,neutral
7184,ótimo produto,great product,0.8,0.75,positive
7185,otimo,great,0.8,0.75,positive
7186,recomendo,I recommend,0.0,0.0,neutral
7187,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7188,cartucho original,original cartridge,0.375,0.75,positive
7189,péssimo,terrible,-1.0,1.0,negative
7190,produto diferente foto,different product photo,0.0,0.6,neutral
7191,xxx,xxx,0.0,0.0,neutral
7192,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7193,ótimo produto,great product,0.8,0.75,positive
7194,otimo,great,0.8,0.75,positive
7195,ótima,excellent,1.0,1.0,positive
7196,recomrndo,I recommend,0.0,0.0,neutral
7197,otimo,great,0.8,0.75,positive
7198,satisteito,satisfied,0.5,1.0,positive
7199,reomendo,reomendo,0.0,0.0,neutral
7200,bom,bom,0.4,0.0,positive
7201,entrega,delivery,0.0,0.0,neutral
7202,produto defeito,defect product,0.0,0.0,neutral
7203,bom,bom,0.4,0.0,positive
7204,quantidade incompleta,incomplete quantity,0.0,0.0,neutral
7205,produto ótimo,great product,0.8,0.75,positive
7206,,,,,0
7207,chegou super rapido,arrived super fast,0.26666666666666666,0.6333333333333333,neutral
7208,recomendo,I recommend,0.0,0.0,neutral
7209,produto falso,fake product,-0.5,1.0,negative
7210,ainda recebi,I still received,0.0,0.0,neutral
7211,frete,freight,0.0,0.0,neutral
7212,regular,regular,0.0,0.07692307692307693,neutral
7213,,,,,0
7214,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7215,bom,bom,0.4,0.0,positive
7216,boa,boa,0.4,0.0,positive
7217,tudo certo,all right,0.2857142857142857,0.5357142857142857,neutral
7218,boa compra,good bargain,0.7,0.6000000000000001,positive
7219,,,,,0
7220,excelente,great,0.8,0.75,positive
7221,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
7222,gostei,I liked,0.6,0.8,positive
7223,flavia,flavia,0.0,0.0,neutral
7224,gostei,I liked,0.6,0.8,positive
7225,composição produto n,product composition n,0.0,0.0,neutral
7226,bom,bom,0.4,0.0,positive
7227,bravecto,bravado,-0.2,0.4,negative
7228,reclamação,complaint,-0.3,0.2,negative
7229,pessima,bad,-0.6999999999999998,0.6666666666666666,negative
7230,recomendo,I recommend,0.0,0.0,neutral
7231,refletor,reflector,0.0,0.0,neutral
7232,produto,product,0.0,0.0,neutral
7233,bom,bom,0.4,0.0,positive
7234,bom,bom,0.4,0.0,positive
7235,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
7236,ótimo seller,great seller,0.8,0.75,positive
7237,produto entregue errado,product delivered wrong,-0.5,0.9,negative
7238,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7239,bom,bom,0.4,0.0,positive
7240,produto errado,wrong product,-0.5,0.9,negative
7241,produto mal qualidade,poor quality product,-0.4,0.6,negative
7242,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7243,entrega prazo,delivery deadline,0.0,0.0,neutral
7244,ótima compra,Great buy,0.8,0.75,positive
7245,excelente recomendo,"excelent, I recommend",0.0,0.0,neutral
7246,entrega rápida,fast delivery,0.2,0.6,neutral
7247,otimo,great,0.8,0.75,positive
7248,perfeito,Perfect,1.0,1.0,positive
7249,entrega rápida,fast delivery,0.2,0.6,neutral
7250,ótimo produto,great product,0.8,0.75,positive
7251,produto ok,ok product,0.5,0.5,positive
7252,bom,bom,0.4,0.0,positive
7253,bom,bom,0.4,0.0,positive
7254,pessima,bad,-0.6999999999999998,0.6666666666666666,negative
7255,porcaria,filth,0.0,0.0,neutral
7256,ótimo produto,great product,0.8,0.75,positive
7257,ok,ok,0.5,0.5,positive
7258,recebi material,I received material,0.0,0.0,neutral
7259,satisfeita,satisfied,0.5,1.0,positive
7260,recomendo,I recommend,0.0,0.0,neutral
7261,prazo atendido,deadline met,0.0,0.0,neutral
7262,,,,,0
7263,recomendo,I recommend,0.0,0.0,neutral
7264,bom,bom,0.4,0.0,positive
7265,relogio casio,Casio watch,0.0,0.0,neutral
7266,produto diferente real,real different product,0.0,0.8999999999999999,neutral
7267,recomendo,I recommend,0.0,0.0,neutral
7268,nao entregaram,did not deliver,0.0,0.0,neutral
7269,ótima,excellent,1.0,1.0,positive
7270,regular,regular,0.0,0.07692307692307693,neutral
7271,ok,ok,0.5,0.5,positive
7272,produto excelente,excellent product,1.0,1.0,positive
7273,bom,bom,0.4,0.0,positive
7274,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
7275,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7276,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7277,bom,bom,0.4,0.0,positive
7278,bom,bom,0.4,0.0,positive
7279,mercadoria,merchandise,0.0,0.0,neutral
7280,recomendo,I recommend,0.0,0.0,neutral
7281,produto recomendável,recommendable product,0.0,0.0,neutral
7282,perfeita,perfect,1.0,1.0,positive
7283,parabéns tudo perfeito,congratulations everything perfect,1.0,1.0,positive
7284,recomendo,I recommend,0.0,0.0,neutral
7285,satisfeito,pleased,0.5,1.0,positive
7286,produto pessima qualid,poor quality product,-0.4,0.6,negative
7287,recomendo,I recommend,0.0,0.0,neutral
7288,adorei,I loved it,0.7,0.8,positive
7289,entrega fracionada,fractional delivery,0.0,0.0,neutral
7290,ótima,excellent,1.0,1.0,positive
7291,bom,bom,0.4,0.0,positive
7292,entregue,delivered,0.0,0.0,neutral
7293,bom,bom,0.4,0.0,positive
7294,recomendo,I recommend,0.0,0.0,neutral
7295,recomendo,I recommend,0.0,0.0,neutral
7296,recomendo,I recommend,0.0,0.0,neutral
7297,excelente,great,0.8,0.75,positive
7298,excelente travesseiro,excellent pillow,1.0,1.0,positive
7299,elogio,praise,0.0,0.0,neutral
7300,lindo,lindo,0.0,0.0,neutral
7301,enganação,cheat,0.0,0.0,neutral
7302,decepção,disappointment,-0.6,0.4,negative
7303,boa,boa,0.4,0.0,positive
7304,recomendo,I recommend,0.0,0.0,neutral
7305,recomendo,I recommend,0.0,0.0,neutral
7306,bom,bom,0.4,0.0,positive
7307,bom,bom,0.4,0.0,positive
7308,satisfeito,pleased,0.5,1.0,positive
7309,bom,bom,0.4,0.0,positive
7310,pus zero estrela,I put zero stars,0.0,0.0,neutral
7311,rrrrecomendo lojas ame,rrrrecommend stores love,0.5,0.6,positive
7312,ótimo,excellent,1.0,1.0,positive
7313,cadê produto,where is the product,0.0,0.0,neutral
7314,panela inox,stainless steel pot,0.2,0.2,neutral
7315,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7316,acordo anunciado,announced deal,0.0,0.0,neutral
7317,,,,,0
7318,excelente,great,0.8,0.75,positive
7319,,,,,0
7320,relogio,watch,0.0,0.0,neutral
7321,recomendo,I recommend,0.0,0.0,neutral
7322,recomendo loja,recommend store,0.0,0.0,neutral
7323,entrega rápida,fast delivery,0.2,0.6,neutral
7324,ótimo,excellent,1.0,1.0,positive
7325,topeer,tope,0.0,0.0,neutral
7326,falta produto,missing product,-0.2,0.05,negative
7327,bom,bom,0.4,0.0,positive
7328,legal,legal,0.2,0.2,neutral
7329,recomendado,recommended,0.0,0.0,neutral
7330,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7331,bom produto enfeite,good product garnish,0.7,0.6000000000000001,positive
7332,loja lixo,junk shop,0.0,0.0,neutral
7333,rápido simples,fast simple,0.1,0.47857142857142854,neutral
7334,perfeito,Perfect,1.0,1.0,positive
7335,excelente,great,0.8,0.75,positive
7336,excelente,great,0.8,0.75,positive
7337,excelente,great,0.8,0.75,positive
7338,recomendo,I recommend,0.0,0.0,neutral
7339,top,top,0.5,0.5,positive
7340,enquanto péssimo,while lousy,-0.5,0.5,negative
7341,tudo certo,all right,0.2857142857142857,0.5357142857142857,neutral
7342,cadê reembolso,where is the refund,0.0,0.0,neutral
7343,eficiente,efficient,0.0,0.0,neutral
7344,ter numero contato,ter counted number,0.0,0.0,neutral
7345,recomendo,I recommend,0.0,0.0,neutral
7346,,,,,0
7347,ainda recebi,I still received,0.0,0.0,neutral
7348,super recomendado,highly recommended,0.16,0.5399999999999999,neutral
7349,excelente,great,0.8,0.75,positive
7350,inferior,inferior,0.0,0.0,neutral
7351,nao recebi produto,I did not recieve the product,0.0,0.0,neutral
7352,perfeito,Perfect,1.0,1.0,positive
7353,atraso entrega,delay delivery,0.0,0.0,neutral
7354,perfeito,Perfect,1.0,1.0,positive
7355,otimo,great,0.8,0.75,positive
7356,bom,bom,0.4,0.0,positive
7357,faltando carregado,missing loaded,-0.2,0.05,negative
7358,consta chegou,it appears arrived,0.0,0.0,neutral
7359,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7360,recomendo,I recommend,0.0,0.0,neutral
7361,excelente,great,0.8,0.75,positive
7362,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7363,excelente,great,0.8,0.75,positive
7364,faltou item entrega,missing item delivery,-0.2,0.05,negative
7365,boa qualidade,good quality,0.7,0.6000000000000001,positive
7366,enganado,mistaken,0.0,0.0,neutral
7367,otimo,great,0.8,0.75,positive
7368,cautela,caution,0.0,0.0,neutral
7369,ótimo,excellent,1.0,1.0,positive
7370,recebimento,receipt,0.0,0.0,neutral
7371,lindos,beautiful,0.85,1.0,positive
7372,ótimo,excellent,1.0,1.0,positive
7373,recomendado,recommended,0.0,0.0,neutral
7374,ainda posso avaliar,I can still evaluate,0.0,0.0,neutral
7375,bom,bom,0.4,0.0,positive
7376,ssrisfeita,ssrismade,0.0,0.0,neutral
7377,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7378,entrega,delivery,0.0,0.0,neutral
7379,excelente,great,0.8,0.75,positive
7380,parabens,parabens,0.0,0.0,neutral
7381,entrega rápida,fast delivery,0.2,0.6,neutral
7382,excelente recomendo,"excelent, I recommend",0.0,0.0,neutral
7383,excelente,great,0.8,0.75,positive
7384,recomendo,I recommend,0.0,0.0,neutral
7385,entrega peças infor,delivery spare parts,0.0,0.0,neutral
7386,excelente,great,0.8,0.75,positive
7387,legal,legal,0.2,0.2,neutral
7388,bom,bom,0.4,0.0,positive
7389,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7390,recomendo,I recommend,0.0,0.0,neutral
7391,,,,,0
7392,recomendo,I recommend,0.0,0.0,neutral
7393,diferente imagem,different image,0.0,0.6,neutral
7394,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7395,excelente,great,0.8,0.75,positive
7396,,,,,0
7397,recomendo,I recommend,0.0,0.0,neutral
7398,ótimo,excellent,1.0,1.0,positive
7399,perfeito,Perfect,1.0,1.0,positive
7400,recomendo,I recommend,0.0,0.0,neutral
7401,ótimo produto recomendo,great product recommend,0.8,0.75,positive
7402,excelente,great,0.8,0.75,positive
7403,recomendo,I recommend,0.0,0.0,neutral
7404,divergencia,divergence,0.0,0.0,neutral
7405,linda,linda,0.0,0.0,neutral
7406,otimo,great,0.8,0.75,positive
7407,bom,bom,0.4,0.0,positive
7408,entrega atrasada,late delivery,-0.3,0.6,negative
7409,prazo,deadline,0.0,0.0,neutral
7410,ótima qualidade,great quality,0.8,0.75,positive
7411,,,,,0
7412,recomendo,I recommend,0.0,0.0,neutral
7413,entrega super rápida,super fast delivery,0.26666666666666666,0.6333333333333333,neutral
7414,ótima,excellent,1.0,1.0,positive
7415,ótimo produto,great product,0.8,0.75,positive
7416,recomendo,I recommend,0.0,0.0,neutral
7417,ótimo,excellent,1.0,1.0,positive
7418,comentários,comments,0.0,0.0,neutral
7419,ótimo,excellent,1.0,1.0,positive
7420,show bolissimo,show bolissimo,0.0,0.0,neutral
7421,bom,bom,0.4,0.0,positive
7422,ótimo,excellent,1.0,1.0,positive
7423,acabamento,finishing,0.0,0.0,neutral
7424,recebi mercadoria,I received goods,0.0,0.0,neutral
7425,excelente,great,0.8,0.75,positive
7426,recomendado,recommended,0.0,0.0,neutral
7427,recomendo,I recommend,0.0,0.0,neutral
7428,bom recebi,good I received,0.7,0.6000000000000001,positive
7429,entrega prazo,delivery deadline,0.0,0.0,neutral
7430,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7431,excelente,great,0.8,0.75,positive
7432,razoável,reasonable,0.2,0.6,neutral
7433,loja cumpre,store complies,0.0,0.0,neutral
7434,demorado,Late,-0.3,0.6,negative
7435,pessimo,very bad,-0.9099999999999998,0.8666666666666667,negative
7436,falta ainda pedido,order still missing,-0.2,0.05,negative
7437,ótimo,excellent,1.0,1.0,positive
7438,produto funciona,product works,0.0,0.0,neutral
7439,,,,,0
7440,ótimo,excellent,1.0,1.0,positive
7441,ok,ok,0.5,0.5,positive
7442,bom,bom,0.4,0.0,positive
7443,,,,,0
7444,recomendo,I recommend,0.0,0.0,neutral
7445,falta contato tel,no phone contact,0.0,0.0,neutral
7446,ótimo,excellent,1.0,1.0,positive
7447,recomendadíssimo,highly recommended,0.16,0.5399999999999999,neutral
7448,produto errado,wrong product,-0.5,0.9,negative
7449,ótimo,excellent,1.0,1.0,positive
7450,recebi produto,I received product,0.0,0.0,neutral
7451,entrega,delivery,0.0,0.0,neutral
7452,excelente produto,excellent product,1.0,1.0,positive
7453,recomendo,I recommend,0.0,0.0,neutral
7454,ótimo,excellent,1.0,1.0,positive
7455,bom recomendo,good recommend,0.7,0.6000000000000001,positive
7456,pura enganação,pure deceit,0.21428571428571427,0.5,neutral
7457,ótimo,excellent,1.0,1.0,positive
7458,ótima,excellent,1.0,1.0,positive
7459,pode confiar,you can trust,0.0,0.0,neutral
7460,otimo,great,0.8,0.75,positive
7461,recomendo,I recommend,0.0,0.0,neutral
7462,péssimo,terrible,-1.0,1.0,negative
7463,excelente,great,0.8,0.75,positive
7464,produto bom,good product,0.7,0.6000000000000001,positive
7465,kit capa película j,film cape kit j,0.0,0.0,neutral
7466,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7467,bom,bom,0.4,0.0,positive
7468,excelente custo beneficio,excellent cost benefit,1.0,1.0,positive
7469,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7470,produto errado,wrong product,-0.5,0.9,negative
7471,satisfação,satisfaction,0.0,0.0,neutral
7472,,,,,0
7473,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7474,problema compra,purchase problem,0.0,0.0,neutral
7475,ótimo produto,great product,0.8,0.75,positive
7476,produto bom,good product,0.7,0.6000000000000001,positive
7477,qualidade,quality,0.0,0.0,neutral
7478,esperando,waiting,0.0,0.0,neutral
7479,,,,,0
7480,bom,bom,0.4,0.0,positive
7481,otimo produto,great product,0.8,0.75,positive
7482,nota dez,grade A,0.0,0.0,neutral
7483,ótimo,excellent,1.0,1.0,positive
7484,excelente,great,0.8,0.75,positive
7485,elogio,praise,0.0,0.0,neutral
7486,recomendo,I recommend,0.0,0.0,neutral
7487,loja boa,good store,0.7,0.6000000000000001,positive
7488,boa compra,good bargain,0.7,0.6000000000000001,positive
7489,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7490,recomendo,I recommend,0.0,0.0,neutral
7491,sim recomendo loja,yes I recommend store,0.0,0.0,neutral
7492,recebi,I received,0.0,0.0,neutral
7493,pequeno lindo,beautiful little,0.33125,0.75,positive
7494,produto ótimo,great product,0.8,0.75,positive
7495,ótimo,excellent,1.0,1.0,positive
7496,produto bom,good product,0.7,0.6000000000000001,positive
7497,produto conforme descrito,product as described,0.0,0.0,neutral
7498,recebi testei,received tested,0.0,0.0,neutral
7499,bom,bom,0.4,0.0,positive
7500,recomendado,recommended,0.0,0.0,neutral
7501,super top,super top,0.41666666666666663,0.5833333333333333,positive
7502,recomendo todos,I recommend everyone,0.0,0.0,neutral
7503,excelente,great,0.8,0.75,positive
7504,produto errado,wrong product,-0.5,0.9,negative
7505,propaganda enganosa,false advertising,-0.4000000000000001,0.6,negative
7506,,,,,0
7507,,,,,0
7508,excelente,great,0.8,0.75,positive
7509,recomendo,I recommend,0.0,0.0,neutral
7510,trocaram serie bonec,they changed doll series,0.0,0.0,neutral
7511,produto ótimo recomendo,great product recommend,0.8,0.75,positive
7512,insatisfeito,dissatisfied,0.0,0.0,neutral
7513,falta comunicação,lack of communication,0.0,0.0,neutral
7514,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7515,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7516,led queimados,burned out leds,0.0,0.0,neutral
7517,bom,bom,0.4,0.0,positive
7518,super recomendo,highly recommend,0.16,0.5399999999999999,neutral
7519,recomendo,I recommend,0.0,0.0,neutral
7520,òtimo produto,great product,0.8,0.75,positive
7521,bom,bom,0.4,0.0,positive
7522,bom,bom,0.4,0.0,positive
7523,excelente,great,0.8,0.75,positive
7524,kd produto,kd product,0.0,0.0,neutral
7525,insatisfeita compra,dissatisfied purchase,0.0,0.0,neutral
7526,incompleto,incomplete,0.0,0.0,neutral
7527,falta peça,part missing,-0.2,0.05,negative
7528,entrega ok,delivery ok,0.5,0.5,positive
7529,produto nao chegou,product has not arrived,0.0,0.0,neutral
7530,compra prateleira,buy shelf,0.0,0.0,neutral
7531,ótimo atendimento,great service,0.8,0.75,positive
7532,tablet,tablet,0.0,0.0,neutral
7533,top,top,0.5,0.5,positive
7534,bom,bom,0.4,0.0,positive
7535,qualidade,quality,0.0,0.0,neutral
7536,bom,bom,0.4,0.0,positive
7537,preço excelente,excellent price,1.0,1.0,positive
7538,excelente,great,0.8,0.75,positive
7539,reembolso,reimbursement,0.0,0.0,neutral
7540,cedo ainda avaliar,still early to evaluate,0.1,0.3,neutral
7541,produto errado,wrong product,-0.5,0.9,negative
7542,recomendo,I recommend,0.0,0.0,neutral
7543,ótima,excellent,1.0,1.0,positive
7544,recomendo,I recommend,0.0,0.0,neutral
7545,avarias prateleira,shelf malfunctions,0.0,0.0,neutral
7546,satisfeito compra,satisfied purchase,0.5,1.0,positive
7547,produto recebido,product received,0.0,0.0,neutral
7548,demora entrega,delivery delay,0.0,0.0,neutral
7549,golden waffle pedido,golden waffle order,0.3,0.5,positive
7550,otimo,great,0.8,0.75,positive
7551,rapida entrega,quick delivery,0.3333333333333333,0.5,positive
